,gene,ratio,snv_count,intersections_count
633,VEZF1_HUMAN,0.14416058394160583,548,79
634,WAPL_HUMAN,0.0,1,0
635,WDHD1_HUMAN,1.0,1,1
636,WT1_HUMAN,0.12048192771084337,83,10
637,XBP1_HUMAN,0.12903225806451613,31,4
638,XRCC3_HUMAN,0.0,3,0
639,XRCC5_HUMAN,0.5714285714285714,14,8
640,YAP1_HUMAN,0.07547169811320754,53,4
641,YBOX1_HUMAN,0.045454545454545456,44,2
642,YBOX3_HUMAN,0.5,6,3
643,Z280A_HUMAN,0.3333333333333333,3,1
644,Z280D_HUMAN,0.25,4,1
645,Z324A_HUMAN,0.2,5,1
646,Z354B_HUMAN,0.12,25,3
647,Z354C_HUMAN,0.0,1,0
648,Z512B_HUMAN,0.14893617021276595,47,7
649,Z518A_HUMAN,0.11827956989247312,93,11
650,Z585B_HUMAN,0.06451612903225806,31,2
651,Z705G_HUMAN,1.0,1,1
652,ZBED1_HUMAN,0.32142857142857145,28,9
653,ZBED5_HUMAN,0.0,1,0
654,ZBT10_HUMAN,0.32,25,8
655,ZBT11_HUMAN,0.21568627450980393,204,44
656,ZBT12_HUMAN,0.045454545454545456,22,1
657,ZBT16_HUMAN,0.0,1,0
658,ZBT17_HUMAN,0.08651399491094147,393,34
659,ZBT20_HUMAN,0.09248554913294797,173,16
660,ZBT21_HUMAN,0.13432835820895522,67,9
661,ZBT24_HUMAN,0.1111111111111111,18,2
662,ZBT25_HUMAN,0.25,8,2
663,ZBT26_HUMAN,0.10714285714285714,476,51
664,ZBT40_HUMAN,0.10309278350515463,679,70
665,ZBT44_HUMAN,0.10126582278481013,79,8
666,ZBT49_HUMAN,1.0,1,1
667,ZBT7A_HUMAN,0.13846153846153847,65,9
668,ZBT7B_HUMAN,0.15384615384615385,13,2
669,ZBT8A_HUMAN,0.10614525139664804,179,19
670,ZBTB1_HUMAN,0.3333333333333333,3,1
671,ZBTB2_HUMAN,0.06837606837606838,117,8
672,ZBTB5_HUMAN,0.13333333333333333,30,4
673,ZBTB6_HUMAN,0.23214285714285715,56,13
674,ZC11A_HUMAN,0.0,50,0
675,ZEB1_HUMAN,0.3333333333333333,18,6
676,ZEB2_HUMAN,0.09401709401709402,234,22
677,ZF64B_HUMAN,0.0684931506849315,146,10
678,ZF69B_HUMAN,0.041666666666666664,24,1
679,ZFHX2_HUMAN,0.05696969696969697,825,47
680,ZFP1_HUMAN,0.5,2,1
681,ZFP28_HUMAN,0.0,4,0
682,ZFP37_HUMAN,0.2,5,1
683,ZFP41_HUMAN,0.5,2,1
684,ZFP42_HUMAN,0.0,1,0
685,ZFP57_HUMAN,0.0,4,0
686,ZFP91_HUMAN,0.19444444444444445,36,7
687,ZFX_HUMAN,0.09619565217391304,1840,177
688,ZGPAT_HUMAN,0.6666666666666666,21,14
689,ZHX2_HUMAN,0.1111111111111111,18,2
690,ZIC2_HUMAN,0.052132701421800945,633,33
691,ZIC5_HUMAN,0.0,3,0
692,ZIK1_HUMAN,0.5,2,1
693,ZIM3_HUMAN,0.0,2,0
694,ZKSC1_HUMAN,0.3333333333333333,12,4
695,ZKSC2_HUMAN,0.0,1,0
696,ZKSC5_HUMAN,0.0,4,0
697,ZKSC8_HUMAN,1.0,1,1
698,ZMIZ1_HUMAN,1.0,5,5
699,ZMYM3_HUMAN,0.2,5,1
700,ZN101_HUMAN,0.125,8,1
701,ZN112_HUMAN,0.2,5,1
702,ZN114_HUMAN,0.25,4,1
703,ZN121_HUMAN,0.12962962962962962,54,7
704,ZN132_HUMAN,0.5,2,1
705,ZN133_HUMAN,0.25,4,1
706,ZN135_HUMAN,0.0,1,0
707,ZN136_HUMAN,0.0,1,0
708,ZN138_HUMAN,1.0,1,1
709,ZN140_HUMAN,0.2,5,1
710,ZN141_HUMAN,0.0,13,0
711,ZN143_HUMAN,0.1868583162217659,487,91
712,ZN148_HUMAN,0.28125,32,9
713,ZN155_HUMAN,0.25,4,1
714,ZN157_HUMAN,0.1111111111111111,18,2
715,ZN160_HUMAN,0.0,2,0
716,ZN169_HUMAN,0.6,5,3
717,ZN174_HUMAN,0.2,5,1
718,ZN175_HUMAN,0.5,2,1
719,ZN180_HUMAN,0.0,2,0
720,ZN184_HUMAN,0.046875,64,3
721,ZN189_HUMAN,0.11790393013100436,229,27
722,ZN195_HUMAN,0.0,2,0
723,ZN202_HUMAN,1.0,2,2
724,ZN205_HUMAN,0.3125,16,5
725,ZN207_HUMAN,0.0,14,0
726,ZN211_HUMAN,0.2,5,1
727,ZN212_HUMAN,1.0,1,1
728,ZN213_HUMAN,0.4,5,2
729,ZN214_HUMAN,0.0,3,0
730,ZN217_HUMAN,0.10784313725490197,204,22
731,ZN221_HUMAN,0.3333333333333333,3,1
732,ZN223_HUMAN,0.0,2,0
733,ZN224_HUMAN,0.0,1,0
734,ZN239_HUMAN,0.2857142857142857,7,2
735,ZN248_HUMAN,0.25,4,1
736,ZN254_HUMAN,0.5,2,1
737,ZN257_HUMAN,0.0,1,0
738,ZN260_HUMAN,0.0,1,0
739,ZN263_HUMAN,0.0,3,0
740,ZN266_HUMAN,0.3333333333333333,3,1
741,ZN274_HUMAN,0.25,4,1
742,ZN282_HUMAN,0.17391304347826086,23,4
743,ZN284_HUMAN,0.0,1,0
744,ZN300_HUMAN,1.0,2,2
745,ZN302_HUMAN,0.5,2,1
746,ZN304_HUMAN,0.0,1,0
747,ZN311_HUMAN,0.5,4,2
748,ZN316_HUMAN,0.04285714285714286,910,39
749,ZN317_HUMAN,0.0,4,0
750,ZN318_HUMAN,0.125,8,1
751,ZN320_HUMAN,0.0,1,0
752,ZN331_HUMAN,0.3333333333333333,3,1
753,ZN335_HUMAN,0.05785123966942149,484,28
754,ZN341_HUMAN,0.09130434782608696,230,21
755,ZN343_HUMAN,0.0,1,0
756,ZN350_HUMAN,0.0625,16,1
757,ZN362_HUMAN,0.02857142857142857,35,1
758,ZN366_HUMAN,0.0958904109589041,365,35
759,ZN382_HUMAN,0.0,51,0
760,ZN384_HUMAN,0.04477611940298507,67,3
761,ZN391_HUMAN,0.0,1,0
762,ZN394_HUMAN,0.052980132450331126,302,16
763,ZN395_HUMAN,0.28169014084507044,71,20
764,ZN398_HUMAN,0.09655172413793103,290,28
765,ZN404_HUMAN,0.5,2,1
766,ZN407_HUMAN,0.19444444444444445,36,7
767,ZN410_HUMAN,0.0,1,0
768,ZN416_HUMAN,1.0,2,2
769,ZN417_HUMAN,0.0,1,0
770,ZN419_HUMAN,1.0,1,1
771,ZN423_HUMAN,0.07142857142857142,14,1
772,ZN426_HUMAN,0.008771929824561403,342,3
773,ZN429_HUMAN,0.0,3,0
774,ZN432_HUMAN,1.0,1,1
775,ZN433_HUMAN,0.5,2,1
776,ZN436_HUMAN,0.0,1,0
777,ZN440_HUMAN,1.0,1,1
778,ZN441_HUMAN,0.0,2,0
779,ZN442_HUMAN,1.0,1,1
780,ZN444_HUMAN,0.13580246913580246,81,11
781,ZN449_HUMAN,0.10294117647058823,68,7
782,ZN467_HUMAN,0.0,1,0
783,ZN473_HUMAN,0.0,3,0
784,ZN479_HUMAN,0.06666666666666667,15,1
785,ZN480_HUMAN,0.0,3,0
786,ZN486_HUMAN,0.014285714285714285,70,1
787,ZN488_HUMAN,0.3333333333333333,6,2
788,ZN490_HUMAN,0.0,13,0
789,ZN493_HUMAN,1.0,1,1
790,ZN501_HUMAN,0.07142857142857142,14,1
791,ZN506_HUMAN,0.0,2,0
792,ZN507_HUMAN,0.033707865168539325,89,3
793,ZN510_HUMAN,0.14285714285714285,7,1
794,ZN511_HUMAN,1.0,1,1
795,ZN512_HUMAN,0.03896103896103896,77,3
796,ZN513_HUMAN,0.0,53,0
797,ZN514_HUMAN,0.5,2,1
798,ZN519_HUMAN,0.16666666666666666,6,1
799,ZN521_HUMAN,0.5,2,1
800,ZN524_HUMAN,0.4,5,2
801,ZN527_HUMAN,1.0,1,1
802,ZN528_HUMAN,0.0,6,0
803,ZN529_HUMAN,0.5,2,1
804,ZN530_HUMAN,0.0,3,0
805,ZN532_HUMAN,0.022222222222222223,45,1
806,ZN534_HUMAN,0.07407407407407407,27,2
807,ZN544_HUMAN,0.3333333333333333,3,1
808,ZN547_HUMAN,0.3333333333333333,3,1
809,ZN549_HUMAN,0.2,10,2
810,ZN550_HUMAN,1.0,1,1
811,ZN552_HUMAN,1.0,1,1
812,ZN554_HUMAN,0.5,4,2
813,ZN555_HUMAN,0.018867924528301886,106,2
814,ZN558_HUMAN,0.17391304347826086,23,4
815,ZN560_HUMAN,1.0,1,1
816,ZN561_HUMAN,0.36363636363636365,11,4
817,ZN567_HUMAN,0.0,1,0
818,ZN570_HUMAN,1.0,1,1
819,ZN571_HUMAN,0.5,2,1
820,ZN573_HUMAN,0.0,1,0
821,ZN574_HUMAN,0.13559322033898305,59,8
822,ZN577_HUMAN,0.08163265306122448,49,4
823,ZN579_HUMAN,0.09615384615384616,52,5
824,ZN580_HUMAN,0.15384615384615385,13,2
825,ZN587_HUMAN,0.0,1,0
826,ZN592_HUMAN,0.08421052631578947,285,24
827,ZN596_HUMAN,0.10714285714285714,56,6
828,ZN597_HUMAN,0.0,1,0
829,ZN600_HUMAN,0.06772908366533864,251,17
830,ZN605_HUMAN,0.0,3,0
831,ZN610_HUMAN,0.058823529411764705,17,1
832,ZN611_HUMAN,0.0,10,0
833,ZN614_HUMAN,0.6666666666666666,3,2
834,ZN616_HUMAN,0.0,1,0
835,ZN621_HUMAN,0.2,5,1
836,ZN622_HUMAN,0.8333333333333334,6,5
837,ZN623_HUMAN,0.05714285714285714,35,2
838,ZN624_HUMAN,0.3333333333333333,3,1
839,ZN626_HUMAN,0.06666666666666667,15,1
840,ZN629_HUMAN,0.07222222222222222,180,13
841,ZN639_HUMAN,0.2125,80,17
842,ZN644_HUMAN,0.6,25,15
843,ZN652_HUMAN,0.23809523809523808,21,5
844,ZN654_HUMAN,0.037383177570093455,107,4
845,ZN658_HUMAN,0.0,1,0
846,ZN660_HUMAN,0.1780821917808219,73,13
847,ZN662_HUMAN,0.0,1,0
848,ZN664_HUMAN,0.037037037037037035,27,1
849,ZN670_HUMAN,0.0,1,0
850,ZN671_HUMAN,0.0,5,0
851,ZN677_HUMAN,0.0,7,0
852,ZN680_HUMAN,0.0,12,0
853,ZN682_HUMAN,0.0,2,0
854,ZN687_HUMAN,0.09090909090909091,1001,91
855,ZN692_HUMAN,0.08571428571428572,105,9
856,ZN697_HUMAN,0.0,39,0
857,ZN701_HUMAN,0.0,3,0
858,ZN707_HUMAN,0.3333333333333333,3,1
859,ZN730_HUMAN,0.0,1,0
860,ZN736_HUMAN,0.0,17,0
861,ZN740_HUMAN,0.09090909090909091,11,1
862,ZN747_HUMAN,1.0,1,1
863,ZN75A_HUMAN,0.14285714285714285,7,1
864,ZN75D_HUMAN,0.0,12,0
865,ZN765_HUMAN,0.0,3,0
866,ZN766_HUMAN,0.18181818181818182,11,2
867,ZN768_HUMAN,0.07954545454545454,88,7
868,ZN770_HUMAN,0.07142857142857142,126,9
869,ZN776_HUMAN,0.1111111111111111,9,1
870,ZN777_HUMAN,0.42857142857142855,7,3
871,ZN778_HUMAN,0.0,2,0
872,ZN781_HUMAN,0.034482758620689655,58,2
873,ZN785_HUMAN,0.09090909090909091,11,1
874,ZN786_HUMAN,1.0,1,1
875,ZN791_HUMAN,0.25,4,1
876,ZN792_HUMAN,0.2,10,2
877,ZN793_HUMAN,0.0,3,0
878,ZN808_HUMAN,0.0,5,0
879,ZN816_HUMAN,0.0,5,0
880,ZN830_HUMAN,0.5,2,1
881,ZN837_HUMAN,0.25,16,4
882,ZN843_HUMAN,0.08108108108108109,74,6
883,ZN875_HUMAN,0.0,2,0
884,ZNF10_HUMAN,0.08695652173913043,23,2
885,ZNF12_HUMAN,0.0,1,0
886,ZNF16_HUMAN,0.0,2,0
887,ZNF17_HUMAN,1.0,1,1
888,ZNF18_HUMAN,0.10869565217391304,46,5
889,ZNF19_HUMAN,1.0,1,1
890,ZNF23_HUMAN,0.3333333333333333,3,1
891,ZNF24_HUMAN,0.10482758620689656,725,76
892,ZNF26_HUMAN,0.0,2,0
893,ZNF28_HUMAN,0.0,5,0
894,ZNF2_HUMAN,0.15217391304347827,46,7
895,ZNF30_HUMAN,0.0,1,0
896,ZNF34_HUMAN,0.024752475247524754,202,5
897,ZNF41_HUMAN,0.0,2,0
898,ZNF48_HUMAN,0.25,20,5
899,ZNF76_HUMAN,0.20689655172413793,58,12
900,ZNF77_HUMAN,0.0,1,0
901,ZNF79_HUMAN,0.0,1,0
902,ZNF7_HUMAN,0.13636363636363635,22,3
903,ZNF85_HUMAN,0.0,7,0
904,ZNF8_HUMAN,0.0,9,0
905,ZNF92_HUMAN,0.0,1,0
906,ZNF93_HUMAN,0.0,4,0
907,ZNT9_HUMAN,1.0,1,1
908,ZSA5A_HUMAN,0.16666666666666666,6,1
909,ZSA5B_HUMAN,0.6,5,3
910,ZSA5C_HUMAN,0.06451612903225806,31,2
911,ZSA5D_HUMAN,1.0,1,1
912,ZSC16_HUMAN,0.14285714285714285,7,1
913,ZSC18_HUMAN,0.2,5,1
914,ZSC21_HUMAN,0.24242424242424243,33,8
915,ZSC22_HUMAN,0.125,8,1
916,ZSC23_HUMAN,0.3333333333333333,3,1
917,ZSC26_HUMAN,0.4,5,2
918,ZSC29_HUMAN,0.2,80,16
919,ZSC30_HUMAN,0.09090909090909091,44,4
920,ZSC9_HUMAN,0.2857142857142857,7,2
921,ZSCA2_HUMAN,1.0,1,1
922,ZSCA4_HUMAN,0.04,200,8
923,ZXDB_HUMAN,0.19753086419753085,81,16
924,ZXDC_HUMAN,0.0,6,0
925,ZZZ3_HUMAN,0.0,2,0
